Protein names,Gene names,Ctrl N02,Ctrl N04,Ctrl N06,Ctrl N08,Ctrl N10,PD N01,PD N03,PD N05,PD N07,PD N09
Kinesin-like protein KIF1A,KIF1A,20.526594797770183,19.763437906901043,20.291034698486328,20.179489135742188,19.841725667317707,19.582848866780598,19.74182383219401,20.08165168762207,19.767114639282227,19.786924997965496
Interleukin enhancer-binding factor 2,ILF2,18.86237080891927,19.017420450846355,19.84956995646159,18.360302607218426,20.07149887084961,19.396711985270183,19.32718785603841,19.827332814534504,17.608200073242188,18.65259552001953
ELAV-like protein 2,ELAVL2,23.191635767618816,22.18611780802409,24.075336456298828,22.647403717041016,24.311819076538086,23.5166441599528,23.46531359354655,23.672146479288738,21.629444758097332,21.608664830525715
Aminoacyl tRNA synthase complex-interacting multifunctional protein 2,AIMP2,21.117244084676106,20.2514705657959,20.70625877380371,20.537875493367512,21.16026242574056,20.22274907430013,20.706377029418945,20.81423568725586,18.596698760986328,19.288660049438477
Peroxiredoxin-4,PRDX4,19.193484624226887,19.32821782430013,19.26405398050944,19.233484268188477,19.291712443033855,19.02637608846029,19.35964838663737,19.476399103800457,18.015052795410156,18.788808822631836
Neuronal membrane glycoprotein M6-b,GPM6B,20.224894841512043,21.002967834472656,19.774966557820637,20.017488479614258,19.70992088317871,20.341915130615234,20.59533182779948,20.32071050008138,21.12527338663737,21.03049151102702
Calcium/calmodulin-dependent protein kinase type II subunit beta,CAMK2B,22.735968907674152,22.457273483276367,22.512720108032227,22.563811620076496,22.14388910929362,22.03012975056966,21.988525390625,22.07377751668294,22.586406071980793,22.260225931803387
"Spectrin alpha chain, non-erythrocytic 1",SPTAN1,26.431671142578125,26.513766606648762,26.493476231892902,26.365428288777668,26.135887781778973,26.614723205566406,26.333813349405926,26.372243881225586,26.650129318237305,26.463348388671875
Tubulin beta-2A chain,TUBB2A,27.19734764099121,26.436014811197918,26.882580439249676,26.36028544108073,27.083749135335285,27.330838521321613,26.818124135335285,26.711219787597656,25.601227442423504,25.927566528320312
Coactosin-like protein,COTL1,19.67625109354655,21.670886357625324,20.70164616902669,21.199543635050457,21.055036544799805,19.515937169392902,21.1783504486084,21.544296264648438,21.193300247192383,21.547386169433594
Caprin-1,CAPRIN1,19.288440704345703,19.032005310058594,18.95032246907552,19.006564458211262,19.103914896647137,18.923180262247723,18.950223286946613,19.168257395426433,18.404178619384766,18.26849937438965
Major vault protein,MVP,21.854922612508137,20.35495122273763,17.875986735026043,19.807194391886394,18.63614018758138,21.11271603902181,20.443203608194988,18.74020767211914,20.057763417561848,19.68012301127116
Inorganic pyrophosphatase,PPA1,20.795612335205078,20.834333419799805,20.701217651367188,20.996737798055012,21.03730646769206,19.581048329671223,20.485759099324543,20.785878499348957,20.996710459391277,21.010433197021484
Reticulocalbin-1,RCN1,19.76982816060384,19.488969167073567,19.26825205485026,19.98662503560384,18.650278091430664,18.56052843729655,19.127434412638348,19.326861063639324,19.480202356974285,19.17471186319987
Poly(rC)-binding protein 1,PCBP1,21.765357971191406,21.06067148844401,21.327444712320965,21.16309865315755,21.9581356048584,21.846559524536133,21.542802174886067,21.62984784444173,21.25452995300293,21.017203013102215
Protein phosphatase 1 regulatory subunit 7,PPP1R7,19.851574579874672,20.290423075358074,19.89198939005534,19.96994145711263,19.759771982828777,19.819984436035156,19.975201924641926,20.033047993977863,18.7617130279541,20.247535069783527
Microtubule-associated protein RP/EB family member 2,MAPRE2,21.396567662556965,20.890268325805664,21.07167689005534,20.926620483398438,21.077683130900066,20.6927973429362,20.86382993062337,21.131610870361328,20.666045506795246,20.53391393025716
Beta-synuclein,SNCB,20.03821055094401,22.414121627807617,22.301276524861652,22.478252410888672,22.924143473307293,22.924072265625,22.927317301432293,23.11903444925944,22.379724502563477,21.972317377726238
NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5,NDUFA5,19.789271036783855,20.09493637084961,20.12301254272461,20.303557713826496,20.490670522054035,20.15591049194336,19.213184992472332,20.270414352416992,20.89369773864746,20.412364323933918
Thiosulfate sulfurtransferase,TST,20.422025044759113,20.444730758666992,20.343509674072266,19.803076426188152,19.987982432047527,19.4017817179362,20.416388829549152,20.420515060424805,20.4856751759847,20.587984085083008
"NADP-dependent malic enzyme, mitochondrial",ME3,19.821158091227215,20.87420145670573,20.068286259969074,20.265797932942707,19.602294921875,19.61257044474284,19.979124069213867,19.837385813395183,20.5147762298584,20.323183059692383
"Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial",HADH,18.940736770629883,20.884382883707683,20.838180541992188,20.82850519816081,20.310452143351238,19.008492787679035,20.65391667683919,20.452090581258137,20.74568748474121,20.695160547892254
Inactive hydroxysteroid dehydrogenase-like protein 1,HSDL1,19.703776677449543,18.639629364013672,18.932830810546875,19.62927182515462,19.89578374226888,19.7810001373291,19.59636942545573,19.635949452718098,19.290157953898113,19.9748477935791
Prolyl endopeptidase-like,PREPL,19.0389404296875,19.32768440246582,19.53148905436198,19.60341962178548,19.36932436625163,18.567337036132812,18.962601979573567,19.36825180053711,18.986298243204754,18.679236729939777
NHL repeat-containing protein 3,NHLRC3,18.614243189493816,19.433795928955078,19.40796724955241,19.023624420166016,19.210961023966473,17.86512056986491,19.40177853902181,18.904054005940754,19.713502883911133,19.962453842163086
Clavesin-2;Clavesin-1,CLVS2;CLVS1,20.206732432047527,19.34316062927246,20.31441815694173,20.29289944966634,20.2501646677653,19.793538411458332,19.787473678588867,20.24342091878255,19.169467290242512,20.102149327596027
Putative elongation factor 1-alpha-like 3;Elongation factor 1-alpha 1,EEF1A1P5;EEF1A1,20.631155014038086,21.46885871887207,21.3217093149821,21.459239323933918,21.453657786051433,21.484345118204754,21.09361457824707,21.670032501220703,21.466929117838543,21.303760528564453
Calcium-binding mitochondrial carrier protein SCaMC-2,SLC25A25,20.240820566813152,18.774911244710285,20.63245964050293,19.84284845987956,19.089709599812824,19.056374231974285,18.954469680786133,19.293705622355144,20.386910756429035,19.187323888142902
Hydroxysteroid dehydrogenase-like protein 2,HSDL2,19.644886016845703,18.78642463684082,18.690654118855793,19.1153507232666,18.679406483968098,18.335825602213543,18.99831708272298,18.794127146402996,18.521142323811848,18.52819315592448
TOM1-like protein 2,TOM1L2,19.14138348897298,18.847949345906574,18.068086624145508,18.54138692220052,18.283313751220703,18.25775973002116,18.55815315246582,18.56068992614746,18.71367645263672,18.402865727742512
Neuronal growth regulator 1,NEGR1,19.40696144104004,19.72364107767741,19.495690027872723,19.287128448486328,18.872275670369465,19.719399134318035,19.67983118693034,19.49089749654134,19.7349853515625,19.801924387613933
N-terminal EF-hand calcium-binding protein 2,NECAB2,18.464911142985027,19.674746831258137,19.00701840718587,19.031099319458008,18.088364283243816,19.147897084554035,19.39021110534668,19.146952946980793,20.039587656656902,20.22945213317871
"Type 1 phosphatidylinositol 4,5-bisphosphate 4-phosphatase",TMEM55B,18.589562733968098,19.001986821492512,18.50311024983724,18.73579216003418,18.852006912231445,18.402126948038738,18.854780832926433,18.157841364542644,18.482510884602863,18.5396302541097
Putative protein FAM10A4;Hsc70-interacting protein;Putative protein FAM10A5,ST13P4;ST13;ST13P5,22.18132209777832,22.11453119913737,22.22452672322591,22.433231989542644,22.297949473063152,21.10220464070638,20.782984415690105,21.869064331054688,22.177331924438477,22.082356135050457
Cell adhesion molecule 3,CADM3,21.13978894551595,21.163930257161457,20.56089719136556,20.936425526936848,20.410860697428383,21.523388544718426,21.02998987833659,20.90539042154948,21.46822992960612,21.53214963277181
Glycerol-3-phosphate dehydrogenase 1-like protein,GPD1L,19.600202560424805,19.23158836364746,19.728905995686848,19.15980402628581,19.08555730183919,20.09104855855306,18.50418980916341,19.58869234720866,19.845998128255207,19.96388308207194
Acyl-CoA-binding domain-containing protein 7,ACBD7,21.247743606567383,19.28801981608073,20.850484212239582,20.860968907674152,19.237871805826824,21.239761352539062,18.578990300496418,19.602466583251953,21.037790934244793,21.10342788696289
Synaptotagmin-2,SYT2,20.619728088378906,20.310609181722004,18.92112731933594,20.04822540283203,19.234463373819988,20.11317507425944,20.08477210998535,19.215696334838867,20.729455947875977,20.5362974802653
Thioredoxin domain-containing protein 5,TXNDC5,19.913429896036785,19.53679911295573,20.092866897583008,19.850224177042644,20.06454594930013,20.05712064107259,19.872700373331707,19.738867441813152,18.002875010172527,19.229331334431965
Putative phospholipase B-like 2;Putative phospholipase B-like 2 32 kDa form;Putative phospholipase B-like 2 45 kDa form,PLBD2,19.995845158894856,20.367794672648113,20.339049021402996,20.614482879638672,20.466020584106445,19.28142547607422,19.787097295125324,19.914007822672527,20.838842391967773,20.729899724324543
Retinol dehydrogenase 11,RDH11,20.829318364461262,20.39718182881673,20.60098648071289,20.465632756551106,20.6184139251709,20.43365414937337,20.323614756266277,20.52671750386556,19.499740600585938,20.40384356180827
Septin-8,Sep-08,19.76541010538737,20.893721262613933,21.015777587890625,21.059663772583008,19.643295288085938,19.871816635131836,20.17971356709798,20.93316713968913,21.146930694580078,21.630435943603516
Golgi apparatus protein 1,GLG1,18.1986026763916,17.67324701944987,19.69650713602702,19.496213912963867,20.05257733662923,19.04762840270996,18.394095102945965,19.075772603352863,18.772476196289062,19.572423299153645
Protein FAM162A,FAM162A,21.005051294962566,20.58366521199544,21.233668009440105,20.734378178914387,20.962303161621094,21.15749168395996,20.955093383789062,21.068708419799805,20.508859634399414,20.517390569051106
BTB/POZ domain-containing protein KCTD12,KCTD12,19.307287851969402,19.18606694539388,18.564715067545574,19.022083282470703,19.10881805419922,19.124186197916668,18.524219512939453,19.323375066121418,19.90038998921712,19.78470738728841
Cytoplasmic FMR1-interacting protein 2;Cytoplasmic FMR1-interacting protein 1,CYFIP2;CYFIP1,18.93061892191569,18.474173227945965,18.210556666056316,18.9043451944987,18.36651865641276,17.907854715983074,18.382006963094074,17.907243728637695,18.32624117533366,18.26876703898112
Up-regulated during skeletal muscle growth protein 5,USMG5,22.176679611206055,22.0001163482666,22.286041259765625,22.227636973063152,22.174456278483074,20.78558921813965,22.235001881917317,22.17515754699707,22.375645955403645,22.209330240885418
Spatacsin,SPG11,20.965043385823567,22.0928955078125,20.31922213236491,20.375229517618816,21.951766967773434,22.59307861328125,22.141929626464844,22.83746592203776,18.446800231933594,18.50818379720052
Lysophospholipid acyltransferase 7,MBOAT7,20.610076268513996,19.84039560953776,19.746422449747723,20.154818216959637,20.1540584564209,20.164570490519207,19.500540415445965,19.848791122436523,20.497852325439453,20.320519765218098
Histone H2A type 1-J;Histone H2A type 1-H;Histone H2A.J;Histone H2A type 2-C;Histone H2A type 1-C;Histone H2A type 3;Histone H2A type 2-A;Histone H2A type 1-D;Histone H2A type 1;Histone H2A type 1-B/E;Histone H2A.V;Histone H2A.Z;Histone H2A type 2-B;Histone H2A type 1-A;Histone H2AX,HIST1H2AJ;HIST1H2AH;H2AFJ;HIST2H2AC;HIST1H2AC;HIST3H2A;HIST2H2AA3;HIST1H2AD;HIST1H2AG;HIST1H2AB;H2AFV;H2AFZ;HIST2H2AB;HIST1H2AA;H2AFX,18.997883478800457,20.878519694010418,20.166275024414062,21.18822479248047,20.43822987874349,19.437939325968426,20.589977900187176,20.821377436319988,21.919989903767902,22.008954366048176
COP9 signalosome complex subunit 4,COPS4,19.19583002726237,18.806561787923176,19.372148513793945,19.01480547587077,19.340349833170574,19.332309087117512,19.243773142496746,19.161319096883137,18.51518313090007,18.884689331054688
"Histidine triad nucleotide-binding protein 2, mitochondrial",HINT2,18.90802574157715,19.968836466471355,19.782487233479817,19.86222267150879,19.740362803141277,17.723065694173176,19.33187739054362,19.527751922607422,19.604366302490234,19.305653254191082
AP-1 complex subunit mu-1,AP1M1,19.915497461954754,18.942373911539715,20.01756413777669,19.85561243693034,19.923472722371418,19.71068000793457,19.35856819152832,19.781342188517254,18.469640096028645,18.419921875
Ras-related protein Rab-1B;Putative Ras-related protein Rab-1C,RAB1B;RAB1C,21.503907521565754,21.612284978230793,22.232454935709637,22.159975051879883,22.37395668029785,21.902647654215496,22.12168248494466,21.80478286743164,21.969166437784832,22.16613833109538
Ester hydrolase C11orf54,C11orf54,18.350982666015625,18.351987838745117,17.687068939208984,18.025107701619465,18.61637306213379,18.277753194173176,18.2666753133138,18.54402224222819,18.4409662882487,18.75466791788737
Thioredoxin-related transmembrane protein 4,TMX4,18.54654884338379,19.60465939839681,19.644636789957683,19.046038309733074,18.35489781697591,18.84114646911621,19.218583424886067,19.455448786417644,19.42901674906413,18.65492121378581
Band 4.1-like protein 1,EPB41L1,21.146868387858074,21.39049530029297,20.94911766052246,21.03449885050456,21.1399351755778,20.749064763387043,20.669235865275066,21.11208152770996,21.096765518188477,20.976394017537434
Golgi-associated plant pathogenesis-related protein 1,GLIPR2,18.612267812093098,19.028846104939777,18.540756861368816,18.054117838541668,19.2069091796875,20.41766103108724,19.38624636332194,19.168978373209637,19.92667071024577,19.819271723429363
Vesicular inhibitory amino acid transporter,SLC32A1,20.33442560831706,20.52235221862793,20.096091588338215,20.158899307250977,19.526268641153973,20.285685221354168,20.48116938273112,20.025017420450848,20.74307378133138,20.744455973307293
Mitochondrial glutamate carrier 1,SLC25A22,21.866888682047527,21.217018763224285,21.459534962972004,21.3791987101237,21.375359217325848,21.03741391499837,21.301179885864254,21.324012756347656,21.47478421529134,21.147640864054363
Glyoxalase domain-containing protein 4,GLOD4,20.790011723836262,20.752060572306316,20.766246159871418,20.59430758158366,20.35325876871745,20.843603769938152,20.89677619934082,20.147808074951175,20.734513600667317,20.769118626912434
Dynein light chain roadblock-type 1;Dynein light chain roadblock-type 2,DYNLRB1;DYNLRB2,18.80802853902181,19.707487106323242,20.071334838867188,20.364124298095703,20.90601857503255,21.28822390238444,20.043545405069988,21.216292063395183,20.008766174316406,20.251934051513672
"Acyl-coenzyme A thioesterase 13;Acyl-coenzyme A thioesterase 13, N-terminally processed",ACOT13,21.826629002889003,19.56761868794759,21.737122853597004,21.362224578857422,22.003475189208984,21.97540346781413,20.464388529459637,22.069982528686523,20.728551228841145,20.745431264241535
Sialic acid synthase,NANS,17.917911529541016,17.151134490966797,18.34597396850586,18.209083557128906,18.833550135294598,17.90155537923177,18.508045196533203,18.725974400838215,18.11966387430827,18.005884806315105
Heme-binding protein 1,HEBP1,20.387664159138996,19.42287762959798,20.206790924072266,20.220795313517254,20.011022567749023,19.41327412923177,18.62257957458496,19.569599151611328,21.050039927164715,20.624117533365887
Phosphatidylinositide phosphatase SAC1,SACM1L,19.2906010945638,18.835084915161133,17.966161092122395,18.72907320658366,19.160329182942707,18.37814458211263,18.613239924112957,19.01828447977702,18.353633244832356,18.119277318318684
Protein lin-7 homolog C;Protein lin-7 homolog A,LIN7C;LIN7A,19.42760721842448,18.541635513305664,18.91413307189941,18.938432057698567,18.850671768188477,19.62077458699544,18.788345336914062,19.310645421346027,18.782435099283855,19.109526952107746
Tropomodulin-2,TMOD2,19.93215560913086,18.405651092529297,20.28594970703125,18.923038482666016,18.87661616007487,19.966548283894856,19.65643564860026,19.335898717244465,19.908154169718426,19.809247970581055
Vesicle-associated membrane protein-associated protein A,VAPA,19.105424245198567,20.217382431030273,20.93307940165202,20.763643900553387,20.9650141398112,19.810234705607098,20.500403722127277,20.996728897094727,18.496960322062176,17.68113899230957
